Tibetan,English,Author
"ངས་དགོང་ཟས་ཚང་མ་མ་ཟ་བའི་སྐབས་སུ་ཨ་མས་ང་ལ་ ""ཟ་མ་ཚང་མ་ཟོ། ཧྥེ་ཏིས་ལྟ་བུའི་མི་ཚོའི་ནང་དུ་ཅི་ཡང་མེད་པ་མི་ཤེས་སམ།""ཞེས་བརྗོད།","And when I didn't finish my dinner, my mother would say, ""Finish your food!",ted2019
འོན་ཀྱང་། ཕྱོགས་གཞནཞིག་ནས་ཁོང་ཚོས་འདོད་མོས་ལྟར་དྲ་རྒྱའི་ཨ་མ་དེ་ དུས་ནམ་ཡིན་ཡང་ཞིབ་བཤེར་བྱེད་ཆེད་པེ་ཅིང་དུ་ཉར་དགོས་པ་དེ་རེད།,"But on the other hand, they want to keep the server in Beijing so they can access the data any time they want.",ted2019
ཨ་རིའི་གཞུང་ཚབ་ཀྱིས་བཏོན་པའི་ཡིག་ཆ་དེ་འགྲིག་ཡོད།,"So, the up is the Embassy data, the PM 2.5.",ted2019
འུ་ཚོས་རང་བྲིས་ཀྱི་ཁྱད་ཆོས་ཡོད་པའི་བྲིས་རིས་བཙལ་པ་རེད་ལ། ལྟོས་དང་། འདི་ཚོ་ཨ་ན་མ་ན་རེད།,"All we did was look for portraits that had the characteristics of a self-portrait, and look, they are very similar.",ted2019
ང་ཚོའི་འཚོ་བའི་གནས་བབ་ཀྱི་བར་ཐག་རིང་བའི་སྣང་བའ་ཡོད་ཀྱང་། ང་ནི་འདིར་ཨ་རིའི་སྲིད་འཛིན་གྱི་ལྕམ་གྱི་ངོ་བོར་ཁྱེད་ཚོའི་མདུན་དུ་ལངས་ཞིང་། ཁྱེད་ཚོ་ནི་སློབ་ཞུགས་བྱས་མ་ཐག་རེད། ཁྱེད་ཚོས་མཁྱེན་དགོས་པ་ནི་ང་ཚོའི་དབར་གྱི་གཅིག་མཐུན་མང་པོ་ཡོད།,"And although the circumstances of our lives may seem very distant, with me standing here as the First Lady of the United States of America, and you, just getting through school, I want you to know that we have very much in common.",ted2019
དེར་བརྟེན། ངས་ཁྱེད་ཚོར་རེ་སྐུལ་ཞུ་རྒྱུར། ཁྱེད་རྣམས་ནས་མིག་བཙུམས་ཏེ། རང་གི་རྒྱུད་དུ་ཡོད་པའི་བསམ་བློ་རླབས་ཆེན་དེ་ གསར་རྙེད་བྱེད་ཐབས་དང་། རང་གི་འཕྲུལ་འཁོར་ཨ་མ་སྒོ་བརྒྱབ་ཏེ། གཉིད་ཀྱི་སྟོབས་ཤུགས་ཚོལ།,"So I urge you to shut your eyes, and discover the great ideas that lie inside us; to shut your engines and discover the power of sleep.",ted2019
བྱས་ཙང་། ཨིན་ཇིའི་རྒྱལ་པོ་ཨལ་ཧྥོ་ཌིར་ཡིས་ བརྡ་སྤྲོད་དང་ཐ་སྙད་རིགས་ཤིག་སྤྱོད་སྲིད་ཅིང་། དེ་ནིhip hopཡི་རྒྱལ་པོJay-Zཡིས་སྤྱོད་པའི་བརྡ་སྤྲོད་དང་ཐ་སྙད་དང་རྦད་དེ་འདྲ་གི་མ་རེད།,"So the king of England, Alfred the Great, will use a vocabulary and grammar that is quite different from the king of hip hop, Jay-Z.",ted2019
རྩ་འདམ་རྟ་ཞེས་བ་ནི་ ཨ་མར་འཁྲིག་པ་སྤྱོད་པ་ཞེས་བ་དང་དོན་འདྲ། ཁོང་ཚོས་སོ་སོར་མིང་དེས་འབོད་ཀྱི་ཡོད།,"The grass-mud horse is caoníma, is the phonogram for motherfucker, the Netizens call themselves.",ted2019
ཁྱེད་རང་ཨུ་སུའི་སྟོད་ཐུང་འདི་གྱོན་ཆས་རན་མིན་ལྟ་རོགས་གནང་།,Try on this sweater.,Tatoeba-2020.08
སྨྲ་བརྗོད་རང་དབང་དང་། འགྲོ་བ་མིའི་ཐོབ་ཐང་ནི་ཁོང་ཚོའི་ལྷན་སྐྱེས་ཀྱི་ཐོབ་ཐང་ཡིན་ པ་ལས་ཨ་རི་ནས་ནང་འདྲེན་བྱས་བའི་ཆེ་མཐོང་ཞིག་མིན་པའི་ བསམ་བློ་གཏོང་མཁན་གྱི་རྒྱ་མི་ཇེ་མང་དུ་འགྲོ་བཞིན་ཡོད།,"More and more Chinese intend to embrace freedom of speech and human rights as their birthright, not some imported American privilege.",ted2019
ངའི་མི་ཚེའི་བཞུད་ལམ་ཁྲོད་དུ་ ང་དེ་རིང་འདིར་ཨ་རིའི་ཨ་ཧྥེ་རི་ཁའི་རིགས་རྒྱུད་ཀྱི་ ཨ་རིའི་སྲིད་འཛིན་གྱི་ལྕམ་ཞིག་གི་ངོ་བོར་ལངས་ཀྱི་རེད་སྙམ་ པ་ཅི་ཞིག་གིས་ལུང་བསྟན་མེད།,For nothing in my life's path would have predicted that I'd be standing here as the first African-American First Lady of the United States of America.,ted2019
འདི་ལྟར། ང་ཚོས་མ་འོངས་པར་ག་དུས་ཡིན་ཡང་། གང་དུ་ཡིན་ཡང་། ཞེད་སྣང་མེད་པར་ དྲ་རྒྱ་ལོངས་སྤྱོད་ཐུབ་པའི་ཙི་ཙིའི་རྨི་ལམ་དེ་མངོན་འགྱུར་བྱེད་འཇུག་གི་ཡིན།,"Only in this way, in the future, we will achieve the dreams of the mouse: that we can tweet anytime, anywhere, without fear.",ted2019
ལོ་རྒྱུས་ཀྱི་ར་སྤྲོད་བྱས་དོན་ལྟར་ན། ཁྱེད་རང་འབྱོར་མེད་ཚོའི་བསྡོད་ཁང་དང་། ཡང་ན་གྲོང་ཕྱིར་ཡོད་པའི་གཞིས་ཀ་གང་ནས་ཡོང་ཀྱང་།,History proves that it doesn't matter whether you come from a council estate or a country estate.,ted2019
ལྟོས་དང་། ང་ཚོས་གྲངས་འབོར་མཚུངས་པ་ཞིག་ལ་བལྟ་སྟངས་འདྲ་ཡི་མི་འདུགགཡུལ་འཁྲུག་རྒྱུན་བསྐྱངས་པ་དང་དུས་མཚུངས་སུ་ དམག་མི་གཡུལ་ལ་ཞུགས་པ་དང་ཤི་རྨས་ཐེབས་གྲངས་དེ་ དལ་འགྲོས་ཀྱིས་ཇེ་མཐོར་འགྲོ་བ་མིན་པར། དཔེར་ན། 10000ནས11000དང་། དེ་ནས12000ལྟར་འགྲོ་བ་མིན་པར། མྱུར་འགྲོས་ཀྱིས10000ནས20000དང་། དེ་ནས་ཡང་40000ལྟར་སྟོད་པར་བྱེད།,"So you see that because of the way we perceive quantities, as the war drags on, the number of soldiers committed to it and the casualties will increase not linearly -- like 10,000, 11,000, 12,000 -- but exponentially -- 10,000, later 20,000, later 40,000.",ted2019
འདི་ནི་ཀུན་གྱིས་ཤེས་པའི་ཁྱད་ཆོས་ཤིག་རེད།གྲངས་འབོར་དག་ནི་ལྟོས་བཅས་སུ་གྲུབ་པ་སྟེ། འོད་ཀྱི་བཀྲག་ཚད་དང་སྒྲ་ཡི་མཐོ་དམའ་ལྟར་ལྟོས་བཅས་རེད།,This is a very well-known feature in which we perceive quantities in relative ways -- quantities like the intensity of light or the loudness of a sound.,ted2019
འདི་དག་ལ་སྒྱུ་རྩལ་མཛུབ་སྟོན་དང་མཛེས་ཆས་པ་ཡོད་མ་རེད་ལ། བསྐྱར་ལེན་གྱི་གོ་སྐབས་ཡོད་མ་རེད་ལ།གློག་འོད་དེ་བས་ཀྱང་ཡོད་མ་རེད།,"There were no art directors, no stylists, no chance for reshoots, not even any regard for lighting.",ted2019
དེར་རྟེན་ད་ལྟ་ངས་དངོས་གཟུཊ་འཇིག་རྟེན་ནང་གང་ཞིག་བྱས་ཀྱང་་་ ཨང་ཀིའི་འཇིག་རྟེན་ནང་འདི་བཞིན་འཆར་ཡོང་གི་རེད། ངས་ལོ་བརྒྱད་ཀྱི་སྔོན་ནས་བཟོས་པའི་ཡོ་བྱད་ཆུང་ངུ་དེ་བེད་སྤྱད་ན་འགྲིགདེ་ནི་ ༢༠༠༠ ལོ་ལ་ཡིན།,"So, here, whatever movement I do in my physical world is actually replicated inside the digital world just using this small device that I made, around eight years back, in 2000.",ted2019
རྒྱ་ནག་ལ་ཁྲིམས་ལུགས་དབང་ཆའི་ཁྱབ་ཁོངས་ཀྱི་ཕྱི་རོལ་ཏུ་ཞུ་གཏུག་ལམ་ལུགས་ཤིག་ཡོད། གང་ལེགས་ཞེ་ན། དབུས་གཞུང་གིས་ལུགས་སྲོལ་རྙིང་པ་ཞིག་རྒྱུན་སྐྱོང་འདོད་ཡོད།གོང་མ་ནི་སྐྱོན་མེད་དང་། ས་གནས་དཔོན་རིགས་ཚོ་ནི་ཇག་ཚོགས་ཤིག་ཡིན་པའི་ལྟ་སྟངས་རེད།,"It's a remedy outside the judicial system, because the Chinese central government wants to keep a myth: The emperor is good.",ted2019
དེར་བརྟེན། རྒྱ་མི་ཚོ་དོན་གཅིག་མིང་གི་རྣམས་གྲངས་ཅན་གྱི་ཚིག་དང་། ཚབ་མཚོན་གྱི་ཚིགད་དུང་བརྒྱུད་སྤྲོད་ཀྱི་ཐབས་ལམ་སྤྱོད་པར་མཁས།,"So, the Chinese are very good at these puns and alternative wording and even memes.",ted2019
ལྷམ་ཁྱེར་ནས་ཚོང་ཁང་གི་བདག་པོ་ལ། “ང་ལྷམ་ཆ་འདིར་དགའ་པོ་འདུགཡིན་ཡང་ལྷམ་ཐིག་ལ་སུན་པོ་འདུག”ཅེས་ལབ་ཡིན།,"So I went back to the store and said to the owner, ""I love the shoes, but I hate the laces.""",ted2019
འདི་སྒྲུང་གཏམ<ལོ་ལི་ཐཱ>(Lolita)ཡི་ཚིག་རྐང་ཐོག་མ་རེད།,"And this is an opening phrase from the novel ""Lolita.""",ted2019
དཔེར་ན། མངོན་འདོད་གླེང་སའི་བརྒྱུད་ལམ་མེད་པའི་མི་མང་ཚོར་རང་གི་མངོན་འདོད་གཞན་གྱིས་གོ་ཐུབ་པའི་བརྒྱུད་ལམ་ཞིག་བསྐྲུན་ཡོད།,"For example, they give the voiceless people a channel to make your voice heard.",ted2019
ང་རང་ནི་ལག་རྩལ་འདི་ཚོ་མང་ཚོཊ་ཁྲོད་ཁྱབ་གདལ་གཏང་རྒྱུར་རེ་དད་ཆེ་བ་ལས་་་ཚོད་ལྟ་ཁང་ནང་ཉར་འཇོག་བྱེད་པར་མ་འདོད།,So I'm excited about how I can bring the technology to the masses rather than just keeping that technology in the lab environment.,ted2019
